1.9663335842	  ,		0.4894
2.1697474032 	,		0.8394
2.508770435 	,		1.9894
2.8477934667 	,		2.4894
2.8477934667 	,		2.9894
2.9834026794 	,		3.4894
3.2546211048 	,		3.9894
3.3902303175 	,		4.4894
3.3902303175 	,		4.9894
3.6614487429 	,		5.4894
3.864862562	  ,		5.9894
3.9326671683 	,		6.4894
4.2038855937 	,		6.9894
4.4751040191 	,		7.4894
