  1		     ,  	295.75 
  2			   ,  	295.65
  3			   ,  	294.55
  4			   ,  	293.15
  5			   ,  	291.45
  6			   ,  	289.65
  7			   ,  	287.95
  8			   ,  	286.15
  9			   ,  	284.55
  10	     ,		282.95
  11	     ,		281.35
  12	     ,		279.75
  13	     ,		278.15
  14	     ,		276.75
  15	     ,		275.35
  16	     ,		274.25
  17	     ,		273.55
  18	     ,		272.85
