1						,	  	296.65
2						,	  	297.35
3						,	  	298.85
4						,	  	300.45
5						,	  	302.25
6						,	  	304.05
7						,	  	305.85
8						,	  	307.65
9						,	  	309.45
10					,			311.15
11					,			312.75
12					,			314.55
13					,			316.15
14					,			317.75
15					,			319.25
16					,			320.65
17					,			322.15
18					,			323.85
